Make,Model,Accidents,Avg_Fatal_Injuries,Avg_Serious_Injuries,Destruction_Rate,Serious_Fatal_Fraction
Airbus,A320,11,10.272727272727273,0.0,0.09090909090909091,10.272727272727273
Piper,PA28-180,11,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091
Bellanca,14-13-2,11,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.4545454545454546
AVIAT AIRCRAFT INC,A-1C-180,11,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182
Champion,7GCBC,54,0.16666666666666666,0.07407407407407407,0.09259259259259259,0.24074074074074073
PIPER,PA-44-180,21,0.42857142857142855,0.2857142857142857,0.09523809523809523,0.7142857142857142
Cessna,170B,294,0.16326530612244897,0.08843537414965986,0.09523809523809523,0.25170068027210885
Enstrom,F-28F,21,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.19047619047619047
CESSNA,185,21,0.9047619047619048,0.09523809523809523,0.09523809523809523,1.0
PIPER,PA-25-235,31,0.3870967741935484,0.22580645161290322,0.0967741935483871,0.6129032258064516
Cessna,185,247,0.19433198380566802,0.09716599190283401,0.09716599190283401,0.291497975708502
Cessna,180H,72,0.18055555555555555,0.09722222222222222,0.09722222222222222,0.2777777777777778
CESSNA,150,113,0.4336283185840708,0.12389380530973451,0.09734513274336283,0.5575221238938053
Cessna,182T,20,0.45,0.05,0.1,0.5
PIPER,PA-28R-201,10,0.3,0.0,0.1,0.3
PIPER,PA-28R-200,40,0.45,0.1,0.1,0.55
RANS,S12,10,0.9,0.2,0.1,1.1
Mooney,M-20F,10,0.2,0.1,0.1,0.30000000000000004
MAULE,M-4-220C,10,0.1,0.2,0.1,0.30000000000000004
HUGHES,369HS,10,0.2,0.0,0.1,0.2
CZECH SPORT AIRCRAFT AS,PIPER SPORT,10,0.4,0.0,0.1,0.4
Piper,PA-28-150,20,0.05,0.3,0.1,0.35
Piper,PA24,20,0.5,0.3,0.1,0.8
ALON,A2,10,0.1,0.4,0.1,0.5
PIPER,PA-11,10,0.5,0.0,0.1,0.5
BELL HELICOPTER TEXTRON CANADA,407,10,0.5,0.2,0.1,0.7
Quickie,Q2,10,0.1,0.2,0.1,0.30000000000000004
DIAMOND,DA20,10,0.3,0.4,0.1,0.7
Cessna,310B,10,0.0,0.0,0.1,0.0
Maule,M-5-180C,10,0.2,0.1,0.1,0.30000000000000004
PIPER,PA-18A,10,0.1,0.6,0.1,0.7
RYAN,NAVION,10,0.3,0.3,0.1,0.6
PIPER,PA-24,10,0.4,0.3,0.1,0.7
Enstrom,F28F,10,0.3,0.1,0.1,0.4
Grumman,AA1B,10,0.0,0.1,0.1,0.1
Vans,RV 6,10,0.2,0.5,0.1,0.7
CESSNA,R172K,20,0.55,0.25,0.1,0.8
CESSNA,172A,10,0.0,0.8,0.1,0.8
Boeing,767,20,6.4,2.55,0.1,8.95
Champion,7AC,10,0.4,0.1,0.1,0.5
Flight Design,CTSW,10,0.0,0.4,0.1,0.4
Beech,BE-77,10,0.1,0.1,0.1,0.2
PIPER,PA 28-180,30,0.4666666666666667,0.4,0.1,0.8666666666666667
CESSNA,172K,39,0.3076923076923077,0.20512820512820512,0.10256410256410256,0.5128205128205128
PIPER,PA 28-140,29,0.2413793103448276,0.3448275862068966,0.10344827586206896,0.5862068965517242
Helio,H-295,29,0.20689655172413793,0.10344827586206896,0.10344827586206896,0.3103448275862069
PIPER,PA 46-350P,29,0.7241379310344828,0.0,0.10344827586206896,0.7241379310344828
CESSNA,T210M,29,0.3793103448275862,0.2413793103448276,0.10344827586206896,0.6206896551724138
SCHWEIZER,269C,48,0.1875,0.3958333333333333,0.10416666666666667,0.5833333333333333
Cessna,180K,67,0.16417910447761194,0.1044776119402985,0.1044776119402985,0.26865671641791045
FLIGHT DESIGN GMBH,CTLS,19,0.21052631578947367,0.3684210526315789,0.10526315789473684,0.5789473684210527
Champion,7GCB,19,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.15789473684210525
Boeing,757-200,19,13.368421052631579,0.42105263157894735,0.10526315789473684,13.789473684210526
Navion,A,19,0.05263157894736842,0.3157894736842105,0.10526315789473684,0.3684210526315789
Beech,99,19,0.5789473684210527,0.05263157894736842,0.10526315789473684,0.631578947368421
De Havilland,DHC-6,19,0.7894736842105263,0.05263157894736842,0.10526315789473684,0.8421052631578947
Enstrom,F-28A,38,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.10526315789473684
PIPER,PA 12,19,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.21052631578947367
Boeing,737-300,47,3.5531914893617023,0.7021276595744681,0.10638297872340426,4.25531914893617
Cessna,170,103,0.14563106796116504,0.10679611650485436,0.10679611650485436,0.2524271844660194
CESSNA,182T,28,0.35714285714285715,0.10714285714285714,0.10714285714285714,0.4642857142857143
Piper,J3,28,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.21428571428571427
CESSNA,182Q,46,0.2826086956521739,0.1956521739130435,0.10869565217391304,0.4782608695652174
PIPER,PA-46-310P,18,0.5555555555555556,0.2777777777777778,0.1111111111111111,0.8333333333333334
PIPER,PA-28-235,27,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.4444444444444444
Boeing,747-200,18,11.666666666666666,0.1111111111111111,0.1111111111111111,11.777777777777777
Cessna,195B,18,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.16666666666666666
MOONEY,M20M,18,0.6666666666666666,0.05555555555555555,0.1111111111111111,0.7222222222222222
CESSNA,421B,18,0.6111111111111112,0.9444444444444444,0.1111111111111111,1.5555555555555556
Boeing,B75N1,27,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.14814814814814814
Cessna,195,71,0.29577464788732394,0.07042253521126761,0.11267605633802817,0.36619718309859156
Luscombe,8E,62,0.1774193548387097,0.0967741935483871,0.11290322580645161,0.27419354838709675
PIPER,PA-31-350,35,1.1714285714285715,0.2571428571428571,0.11428571428571428,1.4285714285714286
Piper,PA28,96,0.2708333333333333,0.23958333333333334,0.11458333333333333,0.5104166666666666
ROBINSON HELICOPTER COMPANY,R44 II,139,0.23741007194244604,0.38848920863309355,0.11510791366906475,0.6258992805755396
EMBRAER,ERJ190,17,2.4705882352941178,4.294117647058823,0.11764705882352941,6.764705882352941
Piper,PA-16,34,0.23529411764705882,0.29411764705882354,0.11764705882352941,0.5294117647058824
PIPER,PA-30,51,0.5294117647058824,0.21568627450980393,0.11764705882352941,0.7450980392156863
GRUMMAN,G164,17,0.11764705882352941,0.29411764705882354,0.11764705882352941,0.4117647058823529
Cessna,190,17,0.23529411764705882,0.0,0.11764705882352941,0.23529411764705882
BEECH,76,17,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.23529411764705882
BEECH,35,17,0.47058823529411764,0.35294117647058826,0.11764705882352941,0.8235294117647058
CESSNA,182C,17,0.35294117647058826,0.5294117647058824,0.11764705882352941,0.8823529411764706
PIPER,PA-24-250,42,0.5714285714285714,0.07142857142857142,0.11904761904761904,0.6428571428571428
Cessna,310J,25,0.08,0.2,0.12,0.28
Boeing,E75,25,0.0,0.04,0.12,0.04
Weatherly,201B,25,0.04,0.04,0.12,0.08
Maule,M-7-235,25,0.12,0.08,0.12,0.2
Champion,7FC,25,0.12,0.16,0.12,0.28
Cessna,170A,107,0.2616822429906542,0.11214953271028037,0.12149532710280374,0.37383177570093457
CIRRUS DESIGN CORP,SR20,49,0.46938775510204084,0.24489795918367346,0.12244897959183673,0.7142857142857143
Piper,PA-22-160,65,0.15384615384615385,0.16923076923076924,0.12307692307692308,0.3230769230769231
BEECH,F33A,24,0.3333333333333333,0.4166666666666667,0.125,0.75
Cessna,177A,32,0.1875,0.125,0.125,0.3125
Enstrom,280C,40,0.25,0.175,0.125,0.425
Air Tractor,AT-402,16,0.1875,0.0625,0.125,0.25
Hiller,UH-12D,16,0.0625,0.1875,0.125,0.25
Cessna,172B,56,0.19642857142857142,0.23214285714285715,0.125,0.4285714285714286
Lake,LA-4,24,0.25,0.20833333333333334,0.125,0.45833333333333337
Piper,PA-12,258,0.23255813953488372,0.10465116279069768,0.12790697674418605,0.3372093023255814
Cessna,172,1155,0.18095238095238095,0.15584415584415584,0.12813852813852813,0.33679653679653676
Taylorcraft,BC-12D,39,0.15384615384615385,0.23076923076923078,0.1282051282051282,0.38461538461538464
CESSNA,177,54,0.2777777777777778,0.37037037037037035,0.12962962962962962,0.6481481481481481
Cessna,210A,23,0.17391304347826086,0.08695652173913043,0.13043478260869565,0.2608695652173913
Piper,PA-18-150,416,0.22355769230769232,0.12259615384615384,0.13221153846153846,0.34615384615384615
PIPER,PA-32R-301T,15,0.8666666666666667,0.0,0.13333333333333333,0.8666666666666667
Aeronca,7EC,15,0.2,0.06666666666666667,0.13333333333333333,0.26666666666666666
CIRRUS DESIGN CORP,SR22T,15,0.4666666666666667,0.4,0.13333333333333333,0.8666666666666667
Cessna,150A,15,0.3333333333333333,0.0,0.13333333333333333,0.3333333333333333
Taylorcraft,F19,15,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.2
Robinson,R22 Beta,75,0.18666666666666668,0.09333333333333334,0.13333333333333333,0.28
Lockheed,L-1011-385-1,15,9.0,1.2,0.13333333333333333,10.2
Stinson,108,60,0.11666666666666667,0.25,0.13333333333333333,0.3666666666666667
Taylorcraft,BC12D,15,0.0,0.26666666666666666,0.13333333333333333,0.26666666666666666
AIRBUS,A321,15,25.4,0.0,0.13333333333333333,25.4
PIPER,PA-23-250,15,1.4666666666666666,0.13333333333333333,0.13333333333333333,1.5999999999999999
Piper,J3C,30,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.4
PIPER,PA-22-135,15,0.26666666666666666,0.2,0.13333333333333333,0.4666666666666667
PIPER,PA38,15,0.8,0.13333333333333333,0.13333333333333333,0.9333333333333333
CESSNA,T210N,30,0.4666666666666667,0.36666666666666664,0.13333333333333333,0.8333333333333333
Cessna,305A,66,0.12121212121212122,0.06060606060606061,0.13636363636363635,0.18181818181818182
Cessna,206G,22,0.18181818181818182,0.3181818181818182,0.13636363636363635,0.5
Piper,PA28-151,22,0.18181818181818182,0.13636363636363635,0.13636363636363635,0.3181818181818182
De Havilland,DHC-3,29,0.3793103448275862,0.5172413793103449,0.13793103448275862,0.896551724137931
Cessna,195A,29,0.27586206896551724,0.13793103448275862,0.13793103448275862,0.41379310344827586
Cessna,120,115,0.12173913043478261,0.13043478260869565,0.1391304347826087,0.25217391304347825
CESSNA,208B,64,1.03125,0.4375,0.140625,1.46875
Cessna,172D,64,0.3125,0.1875,0.140625,0.5
Cessna,182J,64,0.421875,0.25,0.140625,0.671875
Maule,M-5-235C,49,0.40816326530612246,0.14285714285714285,0.14285714285714285,0.5510204081632653
MOONEY,M20E,28,0.7857142857142857,0.21428571428571427,0.14285714285714285,1.0
CESSNA,175,28,0.17857142857142858,0.32142857142857145,0.14285714285714285,0.5
Air Tractor,301,14,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
Piper,PA-32,42,0.47619047619047616,0.14285714285714285,0.14285714285714285,0.6190476190476191
Piper,J-3,63,0.15873015873015872,0.09523809523809523,0.14285714285714285,0.25396825396825395
Bellanca,7GCBC,140,0.2357142857142857,0.12857142857142856,0.14285714285714285,0.36428571428571427
Enstrom,F28A,14,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.42857142857142855
BELL,407,70,0.7714285714285715,0.44285714285714284,0.14285714285714285,1.2142857142857144
CESSNA,172D,14,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.3571428571428571
Beech,A23-19,14,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.42857142857142855
Robinson,R22 Beta II,14,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.42857142857142855
CESSNA,T210,28,0.8571428571428571,0.21428571428571427,0.14285714285714285,1.0714285714285714
Taylorcraft,DCO-65,14,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.5
Robinson,R-22A,14,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.21428571428571427
Bell,206B-3,14,0.42857142857142855,0.35714285714285715,0.14285714285714285,0.7857142857142857
Cessna,T206H,21,0.47619047619047616,0.09523809523809523,0.14285714285714285,0.5714285714285714
Piper,PA-22,171,0.1286549707602339,0.17543859649122806,0.14619883040935672,0.30409356725146197
Cessna,150,639,0.10954616588419405,0.14553990610328638,0.14710485133020346,0.25508607198748046
Luscombe,8A,155,0.17419354838709677,0.12903225806451613,0.14838709677419354,0.3032258064516129
Cessna,R172E,20,0.25,0.25,0.15,0.5
Brantly Helicopter,B-2B,20,0.05,0.1,0.15,0.15000000000000002
Fairchild,SA227-AC,20,0.6,0.3,0.15,0.8999999999999999
Cessna,A150M,20,0.2,0.2,0.15,0.4
Hughes,269A,93,0.13978494623655913,0.20430107526881722,0.15053763440860216,0.34408602150537637
Aeronca,11AC,53,0.20754716981132076,0.22641509433962265,0.1509433962264151,0.4339622641509434
PIPER,PA-32R-300,33,1.0909090909090908,0.3333333333333333,0.15151515151515152,1.424242424242424
Boeing,737-800,13,11.846153846153847,0.07692307692307693,0.15384615384615385,11.923076923076923
Schweizer,SGS 1-34,13,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.46153846153846156
Cessna,T182T,13,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.7692307692307693
Cessna,185A,13,0.3076923076923077,0.0,0.15384615384615385,0.3076923076923077
CESSNA,210L,13,0.46153846153846156,0.8461538461538461,0.15384615384615385,1.3076923076923077
PIPER,PA 25-235,13,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.3076923076923077
MOONEY,M20J,65,0.5692307692307692,0.2,0.15384615384615385,0.7692307692307692
Cessna,150C,26,0.11538461538461539,0.19230769230769232,0.15384615384615385,0.3076923076923077
Cessna,150D,39,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.3076923076923077
BELL,412,13,1.7692307692307692,0.9230769230769231,0.15384615384615385,2.6923076923076925
CESSNA,TU206G,13,0.8461538461538461,0.6153846153846154,0.15384615384615385,1.4615384615384617
Cessna,172 M,26,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.3076923076923077
Cessna,207A,71,0.36619718309859156,0.15492957746478872,0.15492957746478872,0.5211267605633803
Cessna,182A,161,0.2111801242236025,0.2484472049689441,0.15527950310559005,0.45962732919254656
Cessna,172I,45,0.35555555555555557,0.28888888888888886,0.15555555555555556,0.6444444444444444
Piper,PA-38,45,0.13333333333333333,0.08888888888888889,0.15555555555555556,0.2222222222222222
Bell,206L,32,0.4375,0.34375,0.15625,0.78125
Great Lakes,2T-1A-2,32,0.0625,0.15625,0.15625,0.21875
Cessna,207,147,0.3401360544217687,0.23809523809523808,0.1564625850340136,0.5782312925170068
Cessna,150K,102,0.1568627450980392,0.10784313725490197,0.1568627450980392,0.2647058823529412
Cessna,152 II,19,0.21052631578947367,0.0,0.15789473684210525,0.21052631578947367
Waco,UPF-7,38,0.15789473684210525,0.07894736842105263,0.15789473684210525,0.23684210526315788
PIPER,PA-24-260,19,0.3157894736842105,0.10526315789473684,0.15789473684210525,0.42105263157894735
Piper,PA32R,19,0.6842105263157895,0.21052631578947367,0.15789473684210525,0.8947368421052632
Boeing,727-232,19,0.7368421052631579,1.5789473684210527,0.15789473684210525,2.3157894736842106
Piper,J5A,19,0.47368421052631576,0.15789473684210525,0.15789473684210525,0.631578947368421
Piper,PA-22-150,226,0.22123893805309736,0.18584070796460178,0.1592920353982301,0.40707964601769914
Cessna,152,2033,0.1633054599114609,0.08017707820954255,0.15937038858829317,0.24348253812100346
CESSNA,210,81,0.5308641975308642,0.2222222222222222,0.16049382716049382,0.7530864197530864
CIRRUS DESIGN CORP,SR22,143,0.5804195804195804,0.2517482517482518,0.16083916083916083,0.8321678321678322
Piper,PA-22-135,62,0.1935483870967742,0.2903225806451613,0.16129032258064516,0.4838709677419355
Robinson,R-22B,74,0.10810810810810811,0.05405405405405406,0.16216216216216217,0.16216216216216217
Robinson,R-22,117,0.21367521367521367,0.10256410256410256,0.1623931623931624,0.3162393162393162
Beech,C24R,49,0.32653061224489793,0.1836734693877551,0.16326530612244897,0.5102040816326531
Grumman-schweizer,G-164A,49,0.0,0.08163265306122448,0.16326530612244897,0.08163265306122448
Cessna,182M,55,0.2909090909090909,0.07272727272727272,0.16363636363636364,0.36363636363636365
ROBINSON,R22,61,0.6557377049180327,0.19672131147540983,0.16393442622950818,0.8524590163934426
Cessna,TU206G,61,0.639344262295082,0.11475409836065574,0.16393442622950818,0.7540983606557378
PIPER,PA28,183,0.5191256830601093,0.24043715846994534,0.16393442622950818,0.7595628415300546
Taylorcraft,BC12-D,97,0.25773195876288657,0.23711340206185566,0.16494845360824742,0.49484536082474223
CESSNA,182G,12,0.25,0.75,0.16666666666666666,1.0
CESSNA,501,12,1.4166666666666667,0.25,0.16666666666666666,1.6666666666666667
CESSNA,310,18,1.0,0.16666666666666666,0.16666666666666666,1.1666666666666667
Piper,PA-32R,24,0.16666666666666666,0.125,0.16666666666666666,0.29166666666666663
Piper,PA-15,12,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.25
Schweizer,269D,12,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5
Beech,A23A,24,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5
Boeing,737-500,12,8.5,1.3333333333333333,0.16666666666666666,9.833333333333334
Hiller,UH12E,12,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333
Aerospatiale,AS350BA,12,1.25,0.4166666666666667,0.16666666666666666,1.6666666666666667
CESSNA,R182,30,0.4,0.2,0.16666666666666666,0.6000000000000001
ROBINSON HELICOPTER CO,R66,18,0.6111111111111112,0.0,0.16666666666666666,0.6111111111111112
Stinson,108-1,72,0.125,0.08333333333333333,0.16666666666666666,0.20833333333333331
Grumman,AA5,12,0.16666666666666666,0.25,0.16666666666666666,0.41666666666666663
Mcdonnell Douglas,DC-9-32,18,14.555555555555555,0.0,0.16666666666666666,14.555555555555555
Robinson,R22A,18,0.3888888888888889,0.1111111111111111,0.16666666666666666,0.5
Helio,H-250,12,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.25
BEECH,200,24,1.0833333333333333,0.125,0.16666666666666666,1.2083333333333333
Piper,J3C-65,173,0.23699421965317918,0.3179190751445087,0.1676300578034682,0.5549132947976878
Cessna,175,125,0.224,0.2,0.168,0.42400000000000004
Cessna,172F,101,0.19801980198019803,0.2079207920792079,0.16831683168316833,0.40594059405940597
Aeronca,7AC,195,0.15384615384615385,0.26153846153846155,0.16923076923076924,0.4153846153846154
Bell,47G,76,0.21052631578947367,0.14473684210526316,0.17105263157894737,0.35526315789473684
PIPER,PA28R,35,0.6,0.17142857142857143,0.17142857142857143,0.7714285714285714
Cessna,150H,209,0.1674641148325359,0.20574162679425836,0.1722488038277512,0.37320574162679426
Cessna,180J,58,0.25862068965517243,0.08620689655172414,0.1724137931034483,0.3448275862068966
Air Tractor,AT301,29,0.034482758620689655,0.10344827586206896,0.1724137931034483,0.13793103448275862
Cessna,182,423,0.2293144208037825,0.14184397163120568,0.17257683215130024,0.37115839243498816
CESSNA,310R,23,0.8260869565217391,0.13043478260869565,0.17391304347826086,0.9565217391304348
Piper,PA-24,46,0.2608695652173913,0.13043478260869565,0.17391304347826086,0.3913043478260869
CESSNA,182,195,0.5538461538461539,0.3333333333333333,0.17435897435897435,0.8871794871794871
Air Tractor,AT-301,143,0.1048951048951049,0.09090909090909091,0.17482517482517482,0.1958041958041958
Air Tractor,AT-502B,40,0.1,0.075,0.175,0.175
Cessna,182S,40,0.4,0.075,0.175,0.47500000000000003
Grumman,G-164,80,0.0375,0.125,0.175,0.1625
Champion,7ECA,114,0.19298245614035087,0.24561403508771928,0.17543859649122806,0.43859649122807015
Cessna,150M,507,0.17159763313609466,0.11439842209072978,0.1755424063116371,0.2859960552268245
PIPER,PA46,34,0.5,0.23529411764705882,0.17647058823529413,0.7352941176470589
Bell,47G-2A,17,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.1764705882352941
Douglas,DC-9-31,17,3.5294117647058822,1.1176470588235294,0.17647058823529413,4.647058823529411
Piper,PA-24-400,17,0.29411764705882354,0.0,0.17647058823529413,0.29411764705882354
Bell,206,51,0.49019607843137253,0.39215686274509803,0.17647058823529413,0.8823529411764706
BEECH,G35,17,0.6470588235294118,0.058823529411764705,0.17647058823529413,0.7058823529411765
Cessna,172L,129,0.26356589147286824,0.16279069767441862,0.17829457364341086,0.42635658914728686
BEECH,V35B,28,0.4642857142857143,0.21428571428571427,0.17857142857142858,0.6785714285714286
Schweizer,269C,106,0.16981132075471697,0.22641509433962265,0.1792452830188679,0.39622641509433965
Bellanca,7ECA,94,0.22340425531914893,0.19148936170212766,0.18085106382978725,0.4148936170212766
CESSNA,T310R,11,1.4545454545454546,0.09090909090909091,0.18181818181818182,1.5454545454545454
Bell,47G-5,33,0.15151515151515152,0.18181818181818182,0.18181818181818182,0.33333333333333337
CESSNA,U206F,22,1.3181818181818181,0.3181818181818182,0.18181818181818182,1.6363636363636362
BEECH,P35,11,0.7272727272727273,0.45454545454545453,0.18181818181818182,1.1818181818181819
Taylorcraft,BC-65,11,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.7272727272727273
Ayres,S2R-G10,11,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091
Kaman,K-1200,11,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.36363636363636365
Cessna,180F,11,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.6363636363636364
MCDONNELL DOUGLAS,MD11,11,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.6363636363636364
Cessna,T210,43,0.18604651162790697,0.3953488372093023,0.18604651162790697,0.5813953488372092
Cessna,182RG,59,0.2033898305084746,0.23728813559322035,0.1864406779661017,0.44067796610169496
Piper,PA-44-180,75,0.5066666666666667,0.09333333333333334,0.18666666666666668,0.6000000000000001
Stinson,108-2,75,0.22666666666666666,0.28,0.18666666666666668,0.5066666666666667
Cessna,150J,198,0.2222222222222222,0.14646464646464646,0.18686868686868688,0.3686868686868687
De Havilland,DHC-2,123,0.7723577235772358,0.21951219512195122,0.18699186991869918,0.991869918699187
BEECH,B200,16,1.4375,1.1875,0.1875,2.625
CESSNA,182D,16,0.25,0.25,0.1875,0.5
Cessna,180G,16,0.5,0.1875,0.1875,0.6875
Piper,PA-22-108,80,0.2,0.2625,0.1875,0.4625
Aeronca,7DC,16,0.1875,0.125,0.1875,0.3125
RAYTHEON AIRCRAFT COMPANY,A36,16,0.625,0.5625,0.1875,1.1875
Bell,47G-5A,16,0.125,0.0,0.1875,0.125
Champion,7KCAB,48,0.3333333333333333,0.0625,0.1875,0.3958333333333333
Stinson,108-3,79,0.189873417721519,0.1518987341772152,0.189873417721519,0.3417721518987342
Hughes,369D,179,0.22346368715083798,0.27932960893854747,0.18994413407821228,0.5027932960893855
Grumman,AA-5,21,0.2857142857142857,0.19047619047619047,0.19047619047619047,0.47619047619047616
Cessna,172XP,21,0.2857142857142857,0.047619047619047616,0.19047619047619047,0.3333333333333333
Cessna,210,157,0.3821656050955414,0.10828025477707007,0.1910828025477707,0.49044585987261147
Robinson,R22 BETA,68,0.20588235294117646,0.14705882352941177,0.19117647058823528,0.3529411764705882
Cessna,172H,136,0.25,0.22794117647058823,0.19117647058823528,0.4779411764705882
Cessna,180B,26,0.23076923076923078,0.19230769230769232,0.19230769230769232,0.42307692307692313
CESSNA,208,52,1.5192307692307692,0.5192307692307693,0.19230769230769232,2.0384615384615383
Pitts,S-2B,26,0.38461538461538464,0.19230769230769232,0.19230769230769232,0.576923076923077
Boeing,737-400,26,6.346153846153846,1.3076923076923077,0.19230769230769232,7.653846153846153
Cessna,172M,629,0.2845786963434022,0.20508744038155802,0.19236883942766295,0.48966613672496023
PIPER,PA-32-260,31,1.096774193548387,0.4838709677419355,0.1935483870967742,1.5806451612903225
Cessna,402,31,0.5161290322580645,0.0967741935483871,0.1935483870967742,0.6129032258064516
Beech,B19,36,0.1388888888888889,0.05555555555555555,0.19444444444444445,0.19444444444444445
Beech,55,36,0.2222222222222222,0.05555555555555555,0.19444444444444445,0.2777777777777778
Champion,7EC,41,0.3170731707317073,0.2682926829268293,0.1951219512195122,0.5853658536585367
Cessna,150F,214,0.2102803738317757,0.19158878504672897,0.19626168224299065,0.40186915887850466
Cessna,150G,202,0.2079207920792079,0.18316831683168316,0.19801980198019803,0.3910891089108911
EUROCOPTER,AS 350 B2,25,0.8,0.32,0.2,1.12
Enstrom,280FX,10,0.4,0.1,0.2,0.5
Enstrom,F-28C,45,0.044444444444444446,0.15555555555555556,0.2,0.2
Wsk Pzl Mielec,PZL-M-18,15,0.06666666666666667,0.13333333333333333,0.2,0.2
Piper,PA-28-140B,10,0.0,0.2,0.2,0.2
Aero Commander,S2R,55,0.05454545454545454,0.03636363636363636,0.2,0.09090909090909091
Beech,E35,15,0.2,0.6666666666666666,0.2,0.8666666666666667
Piper,PA-18A,35,0.2571428571428571,0.17142857142857143,0.2,0.42857142857142855
Aerospatiale,SA316B,15,0.26666666666666666,0.6666666666666666,0.2,0.9333333333333333
Air Tractor,AT-400A,10,0.1,0.1,0.2,0.2
Beech,BE-23,20,0.2,0.0,0.2,0.2
Air Tractor,AT-402A,10,0.2,0.2,0.2,0.4
Beech,B35,30,0.26666666666666666,0.26666666666666666,0.2,0.5333333333333333
Ryan,NAVION,20,0.25,0.7,0.2,0.95
Air Tractor,AT-602,20,0.2,0.05,0.2,0.25
Beech,23,80,0.325,0.275,0.2,0.6000000000000001
BEECH,A36TC,20,0.8,0.6,0.2,1.4
SWEARINGEN,SA227,10,1.7,1.6,0.2,3.3
BEECH,1900C,10,0.5,0.0,0.2,0.5
Ayres,S2R-600,15,0.06666666666666667,0.0,0.2,0.06666666666666667
Aviat,A1,10,0.1,0.4,0.2,0.5
Bell,47-G5,10,0.1,0.2,0.2,0.30000000000000004
Bell,47,10,0.0,0.2,0.2,0.2
Aero Commander,200D,10,0.2,0.4,0.2,0.6000000000000001
Learjet,24,10,0.9,0.5,0.2,1.4
Cessna,210B,25,0.6,0.24,0.2,0.84
Cessna,206H,10,0.2,0.2,0.2,0.4
Air Tractor,AT502,20,0.3,0.15,0.2,0.44999999999999996
Champion,8GCBC,10,0.4,0.3,0.2,0.7
PIPER,PA 30,10,0.4,0.3,0.2,0.7
CESSNA,525,25,0.68,0.24,0.2,0.92
CESSNA,T206H,25,0.68,0.36,0.2,1.04
Cessna,206,184,0.43478260869565216,0.14130434782608695,0.20108695652173914,0.5760869565217391
Cessna,172K,173,0.2947976878612717,0.1907514450867052,0.2023121387283237,0.48554913294797686
Cessna,182C,59,0.4745762711864407,0.1864406779661017,0.2033898305084746,0.6610169491525424
Cessna,A185F,195,0.3128205128205128,0.15384615384615385,0.20512820512820512,0.4666666666666667
Robinson,R22,165,0.2,0.15151515151515152,0.20606060606060606,0.35151515151515156
BEECH,58,63,1.1904761904761905,0.19047619047619047,0.20634920634920634,1.380952380952381
Piper,PA-38-112,402,0.21393034825870647,0.1318407960199005,0.2064676616915423,0.345771144278607
Bell,47G-3B-1,58,0.08620689655172414,0.20689655172413793,0.20689655172413793,0.2931034482758621
Aero Commander,100,29,0.13793103448275862,0.13793103448275862,0.20689655172413793,0.27586206896551724
Cessna,172G,116,0.25862068965517243,0.16379310344827586,0.20689655172413793,0.4224137931034483
Beech,C-45H,24,0.625,0.16666666666666666,0.20833333333333334,0.7916666666666666
MOONEY,M20C,43,0.5581395348837209,0.37209302325581395,0.20930232558139536,0.9302325581395349
Cessna,172E,86,0.19767441860465115,0.18604651162790697,0.20930232558139536,0.38372093023255816
AIR TRACTOR INC,AT 502B,19,0.2631578947368421,0.15789473684210525,0.21052631578947367,0.42105263157894735
